K,rho,t_check,L_acum,W_acum
2,0.75,3699.15,0.841159,1.471194
2,0.75,3800.31,0.837333,1.468449
2,0.75,3898.78,0.834915,1.463647
2,0.75,3999.02,0.838310,1.467141
2,0.75,4098.90,0.840159,1.468539
2,0.75,4198.84,0.840142,1.466787
2,0.75,4299.35,0.842530,1.469508
2,0.75,4400.32,0.840250,1.465466
2,0.75,4499.71,0.840111,1.465217
2,0.75,4599.19,0.842695,1.471978
2,0.75,4699.08,0.845848,1.474297
2,0.75,4802.89,0.844228,1.476598
2,0.75,4898.81,0.845745,1.480222
2,0.75,4998.98,0.848506,1.482064
2,0.75,5098.85,0.847190,1.483411
2,0.75,5199.18,0.847361,1.485362
2,0.75,5299.02,0.845428,1.484408
2,0.75,5398.92,0.843537,1.478634
2,0.75,5499.18,0.846633,1.486047
2,0.75,5601.88,0.843190,1.478386
2,0.75,5700.07,0.843461,1.482970
2,0.75,5799.32,0.844481,1.483615
2,0.75,5899.17,0.843876,1.479835
2,0.75,5998.94,0.843995,1.477408
2,0.75,6100.17,0.844870,1.476325
2,0.75,6200.51,0.843062,1.472096
2,0.75,6299.32,0.845455,1.476514
2,0.75,6398.82,0.845779,1.473453
2,0.75,6499.00,0.847230,1.477367
2,0.75,6598.89,0.847465,1.474770
2,0.75,6700.48,0.851822,1.483270
2,0.75,6799.17,0.847713,1.476369
2,0.75,6898.99,0.849073,1.475132
2,0.75,6999.41,0.850524,1.479047
2,0.75,7101.32,0.849009,1.475908
2,0.75,7199.53,0.847470,1.472697
2,0.75,7301.65,0.845950,1.470673
2,0.75,7399.37,0.849293,1.478295
2,0.75,7500.09,0.845425,1.473911
2,0.75,7598.99,0.845838,1.475555
2,0.75,7702.36,0.846272,1.474726
2,0.75,7799.94,0.844666,1.469956
2,0.75,7899.21,0.846525,1.473204
2,0.75,7999.08,0.844449,1.470997
2,0.75,8099.00,0.844563,1.467835
2,0.75,8198.97,0.844190,1.466416
2,0.75,8300.43,0.843009,1.464798
2,0.75,8398.87,0.840538,1.462517
2,0.75,8499.84,0.841800,1.465022
2,0.75,8598.81,0.842523,1.464758
2,0.75,8700.01,0.840928,1.462047
2,0.75,8799.66,0.839809,1.459904
2,0.75,8899.08,0.839417,1.457000
2,0.75,9001.19,0.839536,1.454915
2,1.00,99.75,1.083061,1.688048
2,1.00,199.78,1.048274,1.506621
2,1.00,298.74,1.130409,1.615774
2,1.00,399.61,1.111315,1.638737
2,1.00,498.90,1.062522,1.559088
2,1.00,598.31,1.086102,1.616484
2,1.00,698.55,1.061512,1.561083
2,1.00,798.94,1.059340,1.547265
2,1.00,899.08,1.059080,1.555881
2,1.00,998.91,1.044840,1.553130
2,1.00,1098.60,1.046099,1.555137
2,1.00,1198.50,1.042504,1.550172
2,1.00,1298.37,1.039097,1.568762
2,1.00,1398.34,1.028923,1.569012
2,1.00,1499.09,1.026258,1.569845
2,1.00,1598.68,1.021460,1.559683
2,1.00,1698.65,1.017701,1.540748
2,1.00,1798.61,1.015040,1.535461
2,1.00,1898.56,1.012426,1.531592
2,1.00,1998.66,1.008515,1.530508
2,1.00,2099.71,0.992401,1.509968
2,1.00,2198.45,0.986511,1.495719
2,1.00,2298.58,0.987854,1.497799
2,1.00,2398.93,0.980810,1.494849
2,1.00,2498.76,0.979542,1.494284
2,1.00,2598.94,0.978964,1.486140
2,1.00,2698.85,0.984643,1.498817
2,1.00,2801.63,0.983521,1.497536
2,1.00,2898.59,0.981081,1.492001
2,1.00,2998.56,0.981464,1.491626
2,1.00,3098.46,0.983751,1.492708
2,1.00,3198.56,0.987479,1.495506
2,1.00,3298.88,0.993922,1.504742
2,1.00,3398.45,0.994481,1.506101
2,1.00,3498.41,0.992943,1.502477
2,1.00,3598.43,0.991091,1.500999
2,1.00,3698.78,0.991676,1.504507
2,1.00,3798.31,0.991425,1.500296
2,1.00,3898.59,0.992143,1.504456
2,1.00,4000.78,0.991029,1.506415
2,1.00,4098.47,0.991986,1.509140
2,1.00,4199.37,0.987312,1.502207
2,1.00,4300.66,0.992354,1.511789
2,1.00,4398.89,0.992074,1.513184
2,1.00,4498.52,0.990785,1.507801
2,1.00,4599.12,0.988816,1.497918
2,1.00,4700.37,0.989960,1.497645
2,1.00,4799.33,0.988628,1.493941
2,1.00,4898.95,0.988845,1.493773
2,1.00,4999.45,0.990101,1.500898
2,1.00,5098.59,0.990324,1.499186
2,1.00,5198.56,0.993480,1.503540
2,1.00,5299.06,0.992188,1.499619
2,1.00,5398.83,0.992151,1.500408
2,1.00,5498.53,0.991662,1.497578
2,1.00,5598.31,0.989415,1.491397
2,1.00,5698.84,0.989749,1.496529
2,1.00,5798.33,0.991556,1.499573
2,1.00,5898.75,0.993589,1.502417
2,1.00,5998.49,0.994351,1.499022
2,1.00,6098.64,0.998205,1.504248
2,1.00,6199.71,1.000050,1.508888
2,1.00,6298.75,1.001043,1.508090
2,1.00,6398.47,0.998919,1.505665
2,1.00,6499.12,0.996952,1.503322
2,1.00,6598.59,0.998389,1.506852
2,1.00,6699.35,0.998065,1.503572
2,1.00,6798.30,0.996902,1.502715
2,1.00,6898.75,0.998691,1.502336
2,1.00,6998.82,0.998425,1.499526
2,1.00,7099.05,0.998330,1.500571
2,1.00,7199.45,0.996469,1.498649
2,1.00,7298.60,0.996814,1.498834
2,1.00,7398.59,0.998165,1.498885
2,1.00,7498.81,0.996600,1.498258
2,1.00,7599.60,0.996814,1.501267
2,1.00,7699.96,0.997083,1.502152
2,1.00,7798.75,0.997866,1.503500
2,1.00,7900.19,0.996822,1.503452
2,1.00,7999.72,0.996739,1.505596
2,1.00,8098.30,0.997334,1.504883
2,1.00,8198.29,0.998154,1.505641
2,1.00,8299.80,0.998194,1.508249
2,1.00,8398.44,0.999789,1.511279
2,1.00,8499.03,1.001022,1.511409
2,1.00,8598.29,1.003094,1.516332
2,1.00,8699.58,1.002346,1.517840
2,1.00,8799.39,1.001529,1.515017
2,1.00,8898.31,1.002431,1.516481
2,1.00,8998.65,1.004211,1.517472
2,1.25,99.93,0.991166,1.065024
2,1.25,201.75,1.174607,1.471915
2,1.25,300.80,1.127473,1.419017
2,1.25,400.28,1.123941,1.446598
2,1.25,500.12,1.135520,1.448716
2,1.25,599.78,1.117776,1.426431
2,1.25,699.68,1.103471,1.421876
2,1.25,800.36,1.106022,1.432390
2,1.25,900.27,1.138100,1.493579
2,1.25,1000.13,1.127680,1.522031
2,1.25,1099.65,1.136448,1.537139
2,1.25,1199.69,1.138302,1.548317
2,1.25,1299.68,1.137625,1.522709
2,1.25,1400.55,1.139758,1.529009
2,1.25,1500.36,1.130294,1.525045
2,1.25,1600.34,1.117274,1.507600
2,1.25,1700.00,1.127115,1.525553
2,1.25,1799.85,1.135540,1.542490
2,1.25,1900.89,1.146076,1.565061
2,1.25,1999.85,1.142765,1.553607
2,1.25,2100.82,1.136753,1.549718
2,1.25,2201.21,1.141572,1.557865
2,1.25,2299.98,1.149752,1.573114
2,1.25,2399.68,1.151884,1.569647
2,1.25,2499.88,1.154417,1.574413
2,1.25,2599.78,1.151694,1.567617
2,1.25,2699.87,1.153943,1.571105
2,1.25,2800.09,1.152018,1.565140
2,1.25,2900.70,1.153263,1.575726
2,1.25,3000.03,1.151706,1.566254
2,1.25,3099.67,1.148672,1.563681
2,1.25,3200.31,1.149492,1.572779
2,1.25,3300.48,1.153091,1.575882
2,1.25,3400.36,1.149914,1.569071
2,1.25,3499.76,1.149781,1.573086
2,1.25,3599.69,1.153019,1.573954
2,1.25,3699.90,1.153231,1.569270
2,1.25,3801.34,1.151017,1.561531
2,1.25,3900.45,1.153424,1.570834
2,1.25,3999.62,1.152379,1.565053
2,1.25,4099.83,1.152093,1.561965
2,1.25,4202.33,1.148688,1.562191
2,1.25,4300.04,1.142694,1.547114
2,1.25,4401.25,1.142351,1.547481
2,1.25,4499.62,1.139773,1.541492
2,1.25,4599.96,1.139244,1.541316
2,1.25,4699.99,1.137947,1.541752
2,1.25,4799.82,1.141705,1.546269
2,1.25,4901.05,1.140237,1.539492
2,1.25,4999.66,1.141979,1.544363
2,1.25,5102.39,1.139224,1.537362
2,1.25,5199.90,1.136885,1.529939
2,1.25,5301.03,1.137597,1.533683
2,1.25,5399.99,1.139417,1.535523
2,1.25,5499.61,1.138536,1.533181
2,1.25,5599.86,1.140242,1.535640
2,1.25,5699.73,1.143500,1.538995
2,1.25,5800.12,1.144267,1.539881
2,1.25,5900.96,1.143603,1.540017
2,1.25,5999.84,1.146735,1.542307
2,1.25,6100.86,1.143389,1.542605
2,1.25,6200.06,1.141090,1.539343
2,1.25,6299.61,1.141427,1.541712
2,1.25,6399.88,1.141458,1.543786
2,1.25,6500.19,1.141888,1.547318
2,1.25,6600.12,1.140790,1.544165
2,1.25,6699.80,1.141778,1.545704
2,1.25,6800.04,1.144988,1.551299
2,1.25,6899.81,1.146251,1.554424
2,1.25,6999.83,1.148388,1.556947
2,1.25,7101.69,1.148146,1.556360
2,1.25,7200.08,1.146416,1.555065
2,1.25,7300.27,1.147637,1.558999
2,1.25,7399.91,1.149521,1.560800
2,1.25,7500.06,1.147153,1.556106
2,1.25,7601.32,1.147500,1.558427
2,1.25,7699.71,1.147045,1.557382
2,1.25,7799.65,1.148118,1.556565
2,1.25,7900.58,1.147262,1.555523
2,1.25,8000.62,1.146624,1.554601
2,1.25,8100.46,1.145635,1.553427
2,1.25,8200.06,1.145290,1.551023
2,1.25,8299.62,1.145383,1.554833
2,1.25,8399.90,1.146948,1.555417
2,1.25,8499.72,1.148122,1.555671
2,1.25,8599.68,1.149033,1.555378
2,1.25,8700.14,1.144879,1.549083
2,1.25,8799.85,1.145729,1.550160
2,1.25,8900.14,1.146544,1.549643
2,1.25,8999.87,1.146166,1.549549
5,0.25,111.64,0.499650,1.859336
5,0.25,198.69,0.392158,1.527801
5,0.25,308.76,0.383217,1.479008
5,0.25,399.57,0.384239,1.490589
5,0.25,498.19,0.359631,1.399732
5,0.25,602.42,0.348950,1.373946
5,0.25,698.55,0.376606,1.453473
5,0.25,802.06,0.369588,1.418338
5,0.25,898.18,0.357119,1.413033
5,0.25,1000.03,0.348002,1.359422
5,0.25,1099.72,0.342534,1.307952
5,0.25,1205.54,0.340389,1.302710
5,0.25,1298.46,0.359598,1.369272
5,0.25,1398.94,0.360360,1.381160
5,0.25,1518.05,0.372047,1.448165
5,0.25,1606.37,0.361517,1.419878
5,0.25,1703.17,0.356090,1.423667
5,0.25,1798.99,0.356252,1.408561
5,0.25,1899.84,0.346604,1.380482
5,0.25,1998.29,0.341892,1.358245
5,0.25,2109.12,0.339518,1.351102
5,0.25,2208.84,0.336448,1.348751
5,0.25,2302.16,0.331677,1.332591
5,0.25,2400.13,0.336226,1.344978
5,0.25,2498.51,0.335833,1.329766
5,0.25,2598.58,0.334626,1.333671
5,0.25,2698.40,0.335685,1.336006
5,0.25,2798.68,0.331133,1.327699
5,0.25,2905.22,0.340820,1.363851
5,0.25,2998.39,0.339456,1.351687
5,0.25,3098.36,0.341092,1.337753
5,0.25,3206.07,0.343372,1.347458
5,0.25,3298.86,0.339903,1.336465
5,0.25,3399.37,0.343654,1.339685
5,0.25,3499.31,0.338607,1.329847
5,0.25,3605.56,0.336508,1.315944
5,0.25,3698.66,0.334533,1.317703
5,0.25,3801.01,0.331053,1.312130
5,0.25,3902.45,0.329723,1.312987
5,0.25,4007.61,0.324501,1.301774
5,0.25,4100.65,0.321934,1.292986
5,0.25,4203.22,0.319669,1.283321
5,0.25,4299.43,0.320262,1.290482
5,0.25,4403.50,0.320871,1.290371
5,0.25,4499.54,0.319289,1.288480
5,0.25,4598.50,0.324778,1.300950
5,0.25,4703.15,0.324085,1.298312
5,0.25,4798.57,0.323952,1.286842
5,0.25,4898.90,0.323361,1.286852
5,0.25,5008.66,0.329483,1.308700
5,0.25,5099.22,0.330710,1.309290
5,0.25,5198.34,0.332352,1.305880
5,0.25,5299.22,0.333470,1.313852
5,0.25,5415.64,0.332178,1.315025
5,0.25,5499.19,0.331146,1.310096
5,0.25,5604.91,0.330992,1.310153
5,0.25,5700.63,0.327433,1.302561
5,0.25,5798.33,0.330693,1.308850
5,0.25,5901.13,0.331073,1.308577
5,0.25,5998.25,0.337099,1.332896
5,0.25,6099.02,0.340584,1.336696
5,0.25,6199.78,0.341354,1.340290
5,0.25,6309.55,0.346638,1.355938
5,0.25,6399.01,0.344923,1.351603
5,0.25,6507.80,0.342074,1.349998
5,0.25,6606.37,0.343368,1.358333
5,0.25,6699.46,0.340570,1.354891
5,0.25,6798.22,0.341188,1.358799
5,0.25,6899.25,0.341541,1.359711
5,0.25,6999.88,0.341731,1.360681
5,0.25,7101.36,0.339687,1.355191
5,0.25,7198.47,0.340924,1.358125
5,0.25,7306.34,0.337888,1.354210
5,0.25,7403.09,0.338054,1.351319
5,0.25,7500.07,0.338456,1.350952
5,0.25,7600.56,0.337354,1.352364
5,0.25,7698.33,0.339044,1.358000
5,0.25,7798.78,0.341335,1.360940
5,0.25,7913.86,0.339235,1.351792
5,0.25,7998.85,0.338668,1.347068
5,0.25,8107.48,0.338050,1.345477
5,0.25,8198.23,0.339120,1.351571
5,0.25,8302.11,0.336968,1.343683
5,0.25,8398.76,0.340310,1.352027
5,0.25,8503.03,0.340951,1.350941
5,0.25,8599.30,0.342386,1.355563
5,0.25,8698.80,0.340495,1.352465
5,0.25,8798.43,0.339816,1.350430
5,0.25,8899.34,0.339674,1.348292
5,0.25,9005.30,0.338441,1.343810
5,0.50,101.46,0.640102,1.082379
5,0.50,204.23,0.732429,1.526349
5,0.50,299.41,0.981551,2.084296
5,0.50,400.21,0.975006,2.053712
5,0.50,499.43,0.989573,2.033833
5,0.50,602.86,0.955668,1.946415
5,0.50,699.83,0.917347,1.871691
5,0.50,801.93,0.939949,1.903463
5,0.50,902.56,0.988150,2.008704
5,0.50,1000.77,0.940037,1.943726
5,0.50,1099.71,0.928593,1.884094
5,0.50,1206.03,0.905627,1.832566
5,0.50,1304.33,0.923046,1.846561
5,0.50,1399.86,0.951338,1.907938
5,0.50,1501.25,0.939264,1.908081
5,0.50,1602.48,0.947745,1.907964
5,0.50,1703.54,0.946480,1.921768
5,0.50,1800.04,0.933923,1.895260
5,0.50,1899.68,0.920832,1.860938
5,0.50,2000.75,0.925908,1.865568
5,0.50,2104.78,0.927305,1.867727
5,0.50,2201.92,0.926008,1.860393
5,0.50,2300.73,0.926720,1.863753
5,0.50,2401.40,0.921054,1.852442
5,0.50,2504.69,0.918261,1.848842
5,0.50,2600.45,0.930266,1.863718
5,0.50,2699.59,0.923384,1.850597
5,0.50,2800.63,0.902389,1.826053
5,0.50,2900.09,0.926735,1.891354
5,0.50,3000.62,0.926403,1.894874
5,0.50,3099.66,0.937751,1.907287
5,0.50,3199.62,0.940030,1.918199
5,0.50,3300.62,0.929915,1.895797
5,0.50,3399.91,0.940958,1.915672
5,0.50,3499.97,0.940322,1.904569
5,0.50,3603.09,0.936657,1.895989
5,0.50,3700.69,0.942984,1.903813
5,0.50,3799.53,0.946772,1.906351
5,0.50,3900.61,0.944450,1.906799
5,0.50,4000.15,0.947772,1.914761
5,0.50,4107.23,0.932829,1.892021
5,0.50,4200.08,0.934140,1.901823
5,0.50,4301.53,0.937335,1.904570
5,0.50,4399.94,0.923018,1.878459
5,0.50,4500.33,0.926086,1.883276
5,0.50,4599.62,0.930414,1.891096
5,0.50,4699.38,0.931754,1.897993
5,0.50,4801.20,0.939658,1.913270
5,0.50,4900.28,0.945211,1.921909
5,0.50,4999.88,0.937325,1.908191
5,0.50,5100.22,0.934872,1.902653
5,0.50,5201.15,0.931135,1.899948
5,0.50,5299.61,0.924864,1.882265
5,0.50,5399.80,0.923521,1.887522
5,0.50,5501.59,0.924649,1.889688
5,0.50,5599.58,0.919259,1.884139
5,0.50,5700.47,0.913614,1.873392
5,0.50,5799.89,0.915588,1.871804
5,0.50,5901.67,0.920958,1.878741
5,0.50,5999.77,0.917522,1.869242
5,0.50,6102.76,0.922012,1.873109
5,0.50,6200.15,0.924581,1.879522
5,0.50,6299.73,0.928468,1.883161
5,0.50,6399.39,0.924122,1.876210
5,0.50,6499.79,0.928703,1.884601
5,0.50,6600.31,0.934085,1.888863
5,0.50,6707.52,0.934192,1.892514
5,0.50,6799.55,0.933115,1.893959
5,0.50,6900.24,0.934795,1.891031
5,0.50,6999.51,0.933450,1.888351
5,0.50,7101.09,0.939959,1.898928
5,0.50,7200.41,0.939820,1.899801
5,0.50,7299.47,0.938528,1.899821
5,0.50,7399.59,0.937301,1.898617
5,0.50,7506.77,0.939019,1.902051
5,0.50,7599.55,0.945974,1.913490
5,0.50,7699.49,0.944196,1.905089
5,0.50,7804.08,0.944577,1.906765
5,0.50,7900.62,0.944157,1.910713
5,0.50,8000.62,0.940394,1.903298
5,0.50,8099.54,0.939873,1.900284
5,0.50,8199.54,0.944453,1.904593
5,0.50,8301.72,0.943326,1.898939
5,0.50,8399.75,0.947926,1.904409
5,0.50,8499.77,0.959743,1.922148
5,0.50,8601.07,0.962183,1.925503
5,0.50,8699.82,0.960506,1.924069
5,0.50,8799.59,0.965432,1.928145
5,0.50,8899.51,0.968957,1.937808
5,0.50,9001.72,0.967519,1.931544
5,0.75,101.34,1.583959,2.229490
5,0.75,199.71,1.444096,1.989018
5,0.75,300.23,1.361386,2.013459
5,0.75,399.99,1.354436,1.962913
5,0.75,502.36,1.320530,1.911748
5,0.75,601.16,1.404555,2.005626
5,0.75,699.68,1.488573,2.156366
5,0.75,800.27,1.465979,2.125317
5,0.75,899.79,1.582771,2.293334
5,0.75,1000.29,1.608690,2.295517
5,0.75,1099.94,1.654805,2.366945
5,0.75,1200.11,1.691523,2.419556
5,0.75,1299.68,1.708821,2.435221
5,0.75,1401.44,1.656782,2.371683
5,0.75,1499.63,1.748377,2.473504
5,0.75,1601.26,1.789608,2.551765
5,0.75,1699.56,1.759416,2.555756
5,0.75,1800.18,1.759671,2.546398
5,0.75,1899.52,1.819219,2.633875
5,0.75,1999.78,1.829702,2.659161
5,0.75,2100.49,1.836441,2.651147
5,0.75,2205.29,1.796308,2.609606
5,0.75,2299.77,1.790187,2.592582
5,0.75,2399.59,1.795494,2.598588
5,0.75,2499.67,1.763933,2.565005
5,0.75,2599.76,1.737941,2.545483
5,0.75,2701.29,1.755986,2.559861
5,0.75,2799.60,1.761711,2.570137
5,0.75,2900.22,1.739600,2.546810
5,0.75,3001.57,1.738974,2.537511
5,0.75,3100.95,1.742300,2.537711
5,0.75,3199.96,1.738464,2.535556
5,0.75,3301.02,1.716410,2.503715
5,0.75,3400.23,1.691000,2.483709
5,0.75,3500.93,1.686280,2.475286
5,0.75,3601.10,1.683806,2.470885
5,0.75,3699.92,1.674339,2.459278
5,0.75,3799.97,1.668438,2.443162
5,0.75,3900.11,1.670357,2.441747
5,0.75,4003.84,1.674295,2.438563
5,0.75,4099.66,1.678494,2.439293
5,0.75,4200.55,1.674412,2.436247
5,0.75,4299.84,1.689046,2.455247
5,0.75,4400.40,1.687300,2.457726
5,0.75,4499.52,1.685903,2.447809
5,0.75,4601.20,1.689347,2.455156
5,0.75,4700.23,1.696962,2.469384
5,0.75,4799.99,1.717080,2.495297
5,0.75,4899.73,1.708928,2.488345
5,0.75,5000.46,1.722711,2.504172
5,0.75,5100.45,1.733564,2.520510
5,0.75,5199.81,1.731383,2.514764
5,0.75,5300.24,1.735285,2.512274
5,0.75,5399.81,1.739009,2.512795
5,0.75,5499.69,1.749986,2.522114
5,0.75,5599.58,1.750940,2.517208
5,0.75,5701.24,1.757110,2.523987
5,0.75,5800.49,1.756984,2.523238
5,0.75,5899.69,1.768332,2.534648
5,0.75,5999.86,1.768440,2.532312
5,0.75,6100.31,1.757161,2.523954
5,0.75,6201.26,1.766244,2.532471
5,0.75,6299.55,1.770420,2.539933
5,0.75,6399.50,1.767026,2.530336
5,0.75,6499.81,1.772359,2.536327
5,0.75,6599.97,1.784338,2.555678
5,0.75,6699.78,1.773335,2.543013
5,0.75,6800.53,1.765126,2.537264
5,0.75,6900.68,1.769442,2.540648
5,0.75,6999.57,1.772058,2.536013
5,0.75,7099.88,1.780975,2.544208
5,0.75,7200.97,1.780093,2.545859
5,0.75,7299.91,1.772089,2.531030
5,0.75,7399.75,1.779896,2.541151
5,0.75,7500.06,1.783361,2.544771
5,0.75,7600.43,1.786484,2.548910
5,0.75,7699.92,1.783786,2.542580
5,0.75,7800.12,1.785690,2.545430
5,0.75,7899.95,1.779338,2.537306
5,0.75,7999.92,1.776533,2.531097
5,0.75,8100.36,1.778938,2.531185
5,0.75,8199.71,1.784964,2.542770
5,0.75,8299.63,1.795370,2.554588
5,0.75,8399.49,1.796150,2.558811
5,0.75,8499.66,1.789782,2.544329
5,0.75,8600.35,1.788195,2.545367
5,0.75,8699.58,1.801761,2.565395
5,0.75,8800.13,1.798588,2.564455
5,0.75,8899.75,1.799847,2.567016
5,0.75,9000.23,1.803285,2.574145
5,1.00,98.49,2.704314,2.663352
5,1.00,198.88,2.754175,2.898175
5,1.00,298.77,2.546218,2.903540
5,1.00,399.34,2.571428,2.917251
5,1.00,498.79,2.737234,3.189948
5,1.00,598.54,2.760523,3.202074
5,1.00,698.52,2.683697,3.113966
5,1.00,798.49,2.603729,3.030701
5,1.00,898.42,2.683321,3.122747
5,1.00,999.54,2.653195,3.076538
5,1.00,1098.62,2.604431,3.093289
5,1.00,1198.70,2.522048,3.020149
5,1.00,1300.74,2.543679,3.046665
5,1.00,1398.60,2.548685,3.049272
5,1.00,1499.14,2.512129,2.998432
5,1.00,1598.89,2.477432,2.951665
5,1.00,1698.45,2.463173,2.946183
5,1.00,1798.59,2.431257,2.917166
5,1.00,1898.66,2.443348,2.921335
5,1.00,1998.63,2.422605,2.901071
5,1.00,2100.41,2.412839,2.899283
5,1.00,2198.73,2.408052,2.891676
5,1.00,2298.89,2.424884,2.912509
5,1.00,2399.40,2.423254,2.908627
5,1.00,2498.83,2.424390,2.923810
5,1.00,2598.99,2.451950,2.950281
5,1.00,2698.71,2.453644,2.968026
5,1.00,2798.83,2.453462,2.953475
5,1.00,2898.45,2.438496,2.930290
5,1.00,2998.76,2.452989,2.942375
5,1.00,3098.51,2.457133,2.940693
5,1.00,3200.40,2.437975,2.925565
5,1.00,3298.59,2.455461,2.942083
5,1.00,3399.82,2.459858,2.950982
5,1.00,3498.73,2.445794,2.941619
5,1.00,3598.43,2.446502,2.941386
5,1.00,3698.40,2.440565,2.943001
5,1.00,3799.44,2.442949,2.935433
5,1.00,3898.41,2.458060,2.957566
5,1.00,3998.64,2.465664,2.954542
5,1.00,4098.56,2.472529,2.958774
5,1.00,4198.58,2.475208,2.955735
5,1.00,4298.96,2.488299,2.978035
5,1.00,4399.53,2.488577,2.977585
5,1.00,4498.48,2.471770,2.952523
5,1.00,4598.81,2.484823,2.967338
5,1.00,4699.33,2.486016,2.965879
5,1.00,4798.78,2.481541,2.957133
5,1.00,4898.80,2.497366,2.970884
5,1.00,4998.44,2.489200,2.961001
5,1.00,5099.01,2.472403,2.945514
5,1.00,5198.54,2.478076,2.960105
5,1.00,5299.17,2.472586,2.948394
5,1.00,5398.47,2.472645,2.943441
5,1.00,5498.65,2.471092,2.946156
5,1.00,5599.69,2.459539,2.923509
5,1.00,5700.02,2.453314,2.918182
5,1.00,5798.66,2.455550,2.921400
5,1.00,5898.65,2.460667,2.933429
5,1.00,5998.67,2.461945,2.935478
5,1.00,6098.44,2.477350,2.951929
5,1.00,6200.50,2.485160,2.958193
5,1.00,6302.29,2.483400,2.954156
5,1.00,6399.13,2.476830,2.946016
5,1.00,6498.56,2.468974,2.941299
5,1.00,6600.51,2.477043,2.946962
5,1.00,6698.49,2.475786,2.950370
5,1.00,6798.52,2.470753,2.948476
5,1.00,6898.41,2.473493,2.951086
5,1.00,6998.73,2.466474,2.946771
5,1.00,7098.53,2.459041,2.940630
5,1.00,7198.49,2.457471,2.941484
5,1.00,7298.54,2.464625,2.948879
5,1.00,7400.10,2.465701,2.952496
5,1.00,7499.35,2.460394,2.943740
5,1.00,7598.57,2.453271,2.933797
5,1.00,7698.48,2.447246,2.929115
5,1.00,7799.95,2.446422,2.933429
5,1.00,7898.67,2.441927,2.926412
5,1.00,7998.76,2.436190,2.922392
5,1.00,8098.99,2.433786,2.918450
5,1.00,8198.62,2.431844,2.912748
5,1.00,8298.41,2.429528,2.905913
5,1.00,8398.78,2.434689,2.912878
5,1.00,8498.56,2.439346,2.914512
5,1.00,8598.68,2.444858,2.921829
5,1.00,8698.72,2.440659,2.915489
5,1.00,8798.73,2.454213,2.931175
5,1.00,8898.53,2.444789,2.917007
5,1.00,8999.89,2.447998,2.923919
5,1.25,99.71,3.115570,3.932278
5,1.25,199.76,3.360543,3.995867
5,1.25,299.85,3.228572,3.737736
5,1.25,399.76,3.144531,3.511296
5,1.25,499.75,3.274963,3.677888
5,1.25,599.99,3.187403,3.515468
5,1.25,700.19,3.278089,3.672448
5,1.25,801.12,3.289845,3.775878
5,1.25,899.69,3.229215,3.696300
5,1.25,999.80,3.201192,3.670375
5,1.25,1099.67,3.196988,3.598383
5,1.25,1201.97,3.212374,3.639184
5,1.25,1299.71,3.221724,3.641146
5,1.25,1399.75,3.222380,3.625832
5,1.25,1499.96,3.197793,3.566225
5,1.25,1599.68,3.191228,3.569898
5,1.25,1700.25,3.223334,3.615091
5,1.25,1799.86,3.185845,3.559322
5,1.25,1900.62,3.218037,3.599928
5,1.25,2000.20,3.238124,3.644848
5,1.25,2100.06,3.235353,3.635339
5,1.25,2199.76,3.234939,3.614060
5,1.25,2299.98,3.236910,3.603491
5,1.25,2399.91,3.218473,3.566034
5,1.25,2499.79,3.207900,3.549836
5,1.25,2600.38,3.174718,3.518962
5,1.25,2700.41,3.197986,3.540745
5,1.25,2799.68,3.195788,3.549059
5,1.25,2899.72,3.198715,3.537516
5,1.25,3000.72,3.188182,3.528898
5,1.25,3099.65,3.178783,3.511445
5,1.25,3200.57,3.199406,3.533450
5,1.25,3299.94,3.206134,3.526685
5,1.25,3400.83,3.189399,3.495521
5,1.25,3499.95,3.187687,3.498514
5,1.25,3600.21,3.187488,3.496532
5,1.25,3699.98,3.196886,3.505756
5,1.25,3800.11,3.206191,3.520330
5,1.25,3899.87,3.211484,3.531974
5,1.25,3999.70,3.219851,3.531241
5,1.25,4100.19,3.219604,3.526844
5,1.25,4200.60,3.201074,3.504413
5,1.25,4300.55,3.177452,3.472625
5,1.25,4400.49,3.164831,3.448084
5,1.25,4499.77,3.152422,3.435502
5,1.25,4599.69,3.124292,3.401364
5,1.25,4699.96,3.110027,3.384351
5,1.25,4799.86,3.099332,3.372561
5,1.25,4900.28,3.096560,3.361542
5,1.25,5001.89,3.088410,3.353859
5,1.25,5099.73,3.098438,3.364104
5,1.25,5200.20,3.107216,3.370493
5,1.25,5300.09,3.100164,3.367729
5,1.25,5399.76,3.086761,3.355028
5,1.25,5500.17,3.085219,3.350293
5,1.25,5599.72,3.088149,3.355213
5,1.25,5700.29,3.094529,3.367645
5,1.25,5799.66,3.085002,3.358734
5,1.25,5901.36,3.085785,3.368539
5,1.25,6000.00,3.088476,3.371698
5,1.25,6099.75,3.089987,3.375383
5,1.25,6200.89,3.083971,3.371536
5,1.25,6299.84,3.092080,3.378942
5,1.25,6399.69,3.085771,3.373991
5,1.25,6499.90,3.085647,3.381621
5,1.25,6599.67,3.090672,3.386026
5,1.25,6699.83,3.090739,3.386888
5,1.25,6801.45,3.087759,3.384020
5,1.25,6901.15,3.098851,3.393467
5,1.25,6999.72,3.093301,3.381047
5,1.25,7100.22,3.098229,3.384844
5,1.25,7199.85,3.104139,3.391401
5,1.25,7299.68,3.099489,3.385500
5,1.25,7399.80,3.096883,3.376997
